66500, 0.00237, 0.02
67000, 0.00220, 0.02
67500, 0.00210, 0.02
68000, 0.00208, 0.02
68500, 0.00227, 0.02
69000, 0.00224, 0.02
69500, 0.00215, 0.02
70000, 0.00239, 0.02
70500, 0.00236, 0.02
71000, 0.00226, 0.02
71500, 0.00229, 0.02
72000, 0.00221, 0.02
72500, 0.00218, 0.02
73000, 0.00207, 0.02
73500, 0.00211, 0.02
74000, 0.00220, 0.02
74500, 0.00222, 0.02
75000, 0.00206, 0.02
75500, 0.00206, 0.02
76000, 0.00204, 0.02
76500, 0.00225, 0.02
77000, 0.00224, 0.02
77500, 0.00203, 0.02
78000, 0.00217, 0.02
78500, 0.00202, 0.02
79000, 0.00208, 0.02
79500, 0.00216, 0.02
80000, 0.00197, 0.02
80500, 0.00209, 0.02
81000, 0.00201, 0.02
81500, 0.00209, 0.02
82000, 0.00208, 0.02
82500, 0.00201, 0.02
83000, 0.00209, 0.02
83500, 0.00196, 0.02
84000, 0.00216, 0.02
84500, 0.00210, 0.02
85000, 0.00210, 0.02
85500, 0.00201, 0.02
86000, 0.00213, 0.02
86500, 0.00217, 0.02
87000, 0.00205, 0.02
87500, 0.00206, 0.02
88000, 0.00200, 0.02
88500, 0.00202, 0.02
89000, 0.00198, 0.02
89500, 0.00185, 0.02
90000, 0.00190, 0.02
90500, 0.00188, 0.02
91000, 0.00195, 0.02
91500, 0.00192, 0.02
92000, 0.00204, 0.02
92500, 0.00210, 0.02
93000, 0.00209, 0.02
93500, 0.00194, 0.02
94000, 0.00199, 0.02
94500, 0.00184, 0.02
95000, 0.00197, 0.02
95500, 0.00203, 0.02
96000, 0.00194, 0.02
96500, 0.00196, 0.02
97000, 0.00187, 0.02
97500, 0.00198, 0.02
98000, 0.00185, 0.02
98500, 0.00186, 0.02
99000, 0.00182, 0.02
99500, 0.00188, 0.02
100000, 0.00197, 0.02
100500, 0.00198, 0.02
101000, 0.00193, 0.02
101500, 0.00202, 0.02
102000, 0.00201, 0.02
102500, 0.00184, 0.02
103000, 0.00190, 0.02
103500, 0.00187, 0.02
104000, 0.00190, 0.02
104500, 0.00189, 0.02
105000, 0.00183, 0.02
105500, 0.00189, 0.02
106000, 0.00181, 0.02
106500, 0.00209, 0.02
107000, 0.00184, 0.02
107500, 0.00204, 0.02
108000, 0.00190, 0.02
108500, 0.00175, 0.02
109000, 0.00175, 0.02
109500, 0.00174, 0.02
110000, 0.00187, 0.02
110500, 0.00187, 0.02
111000, 0.00178, 0.02
111500, 0.00233, 0.02
112000, 0.00194, 0.02
112500, 0.00194, 0.02
113000, 0.00182, 0.02
113500, 0.00189, 0.02
114000, 0.00181, 0.02
114500, 0.00183, 0.02
115000, 0.00182, 0.02
115500, 0.00179, 0.02
116000, 0.00179, 0.02
116500, 0.00188, 0.02
117000, 0.00184, 0.02
117500, 0.00187, 0.02
118000, 0.00169, 0.02
118500, 0.00174, 0.02
119000, 0.00176, 0.02
119500, 0.00178, 0.02
120000, 0.00177, 0.02
120500, 0.00185, 0.02
121000, 0.00179, 0.02
121500, 0.00167, 0.02
122000, 0.00189, 0.02
122500, 0.00177, 0.02
123000, 0.00169, 0.02
123500, 0.00175, 0.02
124000, 0.00180, 0.02
124500, 0.00192, 0.02
125000, 0.00183, 0.02
125500, 0.00183, 0.02
126000, 0.00168, 0.02
126500, 0.00169, 0.02
127000, 0.00167, 0.02
127500, 0.00184, 0.02
128000, 0.00178, 0.02
128500, 0.00172, 0.02
129000, 0.00182, 0.02
129500, 0.00189, 0.02
130000, 0.00174, 0.02
130500, 0.00191, 0.02
131000, 0.00174, 0.02
131500, 0.00187, 0.02
132000, 0.00167, 0.02
132500, 0.00184, 0.02
133000, 0.00171, 0.02
133500, 0.00177, 0.02
134000, 0.00182, 0.02
134500, 0.00160, 0.02
135000, 0.00171, 0.02
135500, 0.00165, 0.02
136000, 0.00174, 0.02
136500, 0.00163, 0.02
137000, 0.00161, 0.02
137500, 0.00165, 0.02
138000, 0.00166, 0.02
138500, 0.00171, 0.02
139000, 0.00157, 0.02
139500, 0.00180, 0.02
140000, 0.00181, 0.02
140500, 0.00170, 0.02
141000, 0.00173, 0.02
141500, 0.00179, 0.02
142000, 0.00163, 0.02
142500, 0.00166, 0.02
143000, 0.00174, 0.02
143500, 0.00179, 0.02
144000, 0.00168, 0.02
144500, 0.00174, 0.02
145000, 0.00153, 0.02
145500, 0.00180, 0.02
146000, 0.00167, 0.02
146500, 0.00172, 0.02
147000, 0.00171, 0.02
147500, 0.00175, 0.02
148000, 0.00166, 0.02
148500, 0.00171, 0.02
149000, 0.00166, 0.02
149500, 0.00172, 0.02
150000, 0.00165, 0.02
150500, 0.00153, 0.02
151000, 0.00162, 0.02
151500, 0.00159, 0.02
152000, 0.00162, 0.02
152500, 0.00164, 0.02
153000, 0.00166, 0.02
153500, 0.00154, 0.02
154000, 0.00163, 0.02
154500, 0.00157, 0.02
155000, 0.00153, 0.02
155500, 0.00165, 0.02
156000, 0.00162, 0.02
156500, 0.00155, 0.02
157000, 0.00158, 0.02
157500, 0.00155, 0.02
158000, 0.00167, 0.02
158500, 0.00167, 0.02
159000, 0.00158, 0.02
159500, 0.00172, 0.02
160000, 0.00172, 0.02
160500, 0.00163, 0.02
161000, 0.00154, 0.02
161500, 0.00165, 0.02
162000, 0.00166, 0.02
162500, 0.00163, 0.02
163000, 0.00155, 0.02
163500, 0.00157, 0.02
164000, 0.00163, 0.02
164500, 0.00164, 0.02
165000, 0.00158, 0.02
165500, 0.00161, 0.02
166000, 0.00161, 0.02
166500, 0.00152, 0.02
167000, 0.00156, 0.02
167500, 0.00159, 0.02
168000, 0.00147, 0.02
168500, 0.00161, 0.02
169000, 0.00154, 0.02
169500, 0.00155, 0.02
170000, 0.00156, 0.02
170500, 0.00164, 0.02
171000, 0.00156, 0.02
171500, 0.00159, 0.02
172000, 0.00154, 0.02
172500, 0.00164, 0.02
173000, 0.00148, 0.02
173500, 0.00153, 0.02
174000, 0.00163, 0.02
174500, 0.00155, 0.02
175000, 0.00153, 0.02
175500, 0.00153, 0.02
176000, 0.00176, 0.02
176500, 0.00169, 0.02
177000, 0.00163, 0.02
177500, 0.00163, 0.02
178000, 0.00152, 0.02
178500, 0.00162, 0.02
179000, 0.00160, 0.02
179500, 0.00155, 0.02
180000, 0.00158, 0.02
180500, 0.00160, 0.02
181000, 0.00148, 0.02
181500, 0.00151, 0.02
182000, 0.00159, 0.02
182500, 0.00155, 0.02
183000, 0.00157, 0.02
183500, 0.00158, 0.02
184000, 0.00161, 0.02
184500, 0.00153, 0.02
185000, 0.00149, 0.02
185500, 0.00160, 0.02
186000, 0.00159, 0.02
186500, 0.00160, 0.02
187000, 0.00148, 0.02
187500, 0.00151, 0.02
188000, 0.00158, 0.02
188500, 0.00157, 0.02
189000, 0.00145, 0.02
189500, 0.00147, 0.02
190000, 0.00150, 0.02
190500, 0.00149, 0.02
191000, 0.00146, 0.02
191500, 0.00156, 0.02
192000, 0.00151, 0.02
192500, 0.00145, 0.02
193000, 0.00141, 0.02
193500, 0.00146, 0.02
194000, 0.00159, 0.02
194500, 0.00153, 0.02
195000, 0.00158, 0.02
195500, 0.00162, 0.02
196000, 0.00152, 0.02
196500, 0.00144, 0.02
197000, 0.00152, 0.02
197500, 0.00152, 0.02
198000, 0.00146, 0.02
198500, 0.00148, 0.02
199000, 0.00159, 0.02
199500, 0.00154, 0.02
200000, 0.00147, 0.02
